怪物id,怪物类型,怪物名称,怪物等级,怪物血条数量,怪物头像,怪物模型,属性,绝对生命值（每次受到伤害只扣除1点生命值）,属性,属性,属性,血条位置,模型百分比,能否被击退,AI类型,心跳
20189,2,鹿王,150,15,,4584,1309289,0,68660,0,0,180,150,,,
20190,2,精英稻草人,150,15,,4645,1327109,0,69624,0,0,180,150,,,
20191,2,精英多钩猫,150,15,,4648,1344929,0,70604,0,0,180,150,,,
20192,2,精英半兽战士,150,20,,4549,1362749,0,71568,0,0,180,150,,,
20193,2,精英洞蛆,150,20,,4633,1380569,0,72532,0,0,80,200,,,
20194,2,精英骷髅,150,20,,4660,1398389,0,73496,0,0,180,150,,,
20195,2,精英掷斧骷髅,150,20,,4696,1416209,0,74460,0,0,180,150,,,
20196,2,精英掷斧骷髅,150,20,,4696,1434029,0,75424,0,0,180,150,,,
20197,2,精英骷髅战士,150,20,,4666,1451849,0,76388,0,0,180,140,,,
20198,2,精英骷髅战将,150,20,,4665,1469669,0,77352,0,0,180,130,,,
20199,2,精英森林雪人,150,15,,4685,1487489,0,78316,0,0,180,120,,,
20200,2,精英食人花,150,15,,4520,1505309,0,79280,0,0,180,120,,,
20201,2,半兽勇士,150,15,,4503,1514219,0,79762,0,0,180,140,,,
20202,2,精英掷斧骷髅,150,15,,4696,1523129,0,80244,0,0,180,150,,,
20203,2,精英骷髅战士,150,15,,4666,1532039,0,80726,0,0,180,140,,,
20204,2,骷髅精灵,150,15,,4664,1540949,0,81208,0,0,220,170,,,
20205,2,精英僧侣僵尸,150,15,,4639,1549859,0,81690,0,0,180,140,,,
20206,2,精英爬行僵尸,150,15,,4705,1558769,0,82172,0,0,180,130,,,
20207,2,精英爬行僵尸,150,15,,4705,1567679,0,82654,0,0,180,130,,,
20208,2,精英僧侣僵尸,150,15,,4639,1576589,0,83136,0,0,180,140,,,
20209,2,精英爬行僵尸,150,15,,4705,1585499,0,83618,0,0,180,130,,,
20210,2,精英爬行僵尸,150,15,,4705,1594409,0,84100,0,0,180,130,,,
20211,2,精英僧侣僵尸,150,15,,4639,1603319,0,84582,0,0,180,140,,,
20212,2,精英爬行僵尸,150,15,,4705,1612229,0,85064,0,0,180,130,,,
20213,2,尸王,150,15,,4625,1621139,0,85546,0,0,220,110,,,
20214,2,精英威思而小虫,150,15,,4526,1630049,0,86028,0,0,120,200,,,
20215,2,精英狼,150,15,,4500,1638959,0,86510,0,0,120,150,,,
20216,2,精英巨型多角虫,150,15,,4637,1647869,0,86992,0,0,140,120,,,
20217,2,精英巨型蠕虫,150,15,,4572,1656779,0,87474,0,0,140,150,,,
20218,2,精英跳跳蜂,150,15,,4525,1665689,0,87956,0,0,140,150,,,
20219,2,精英钳虫,150,15,,4516,1674599,0,88438,0,0,180,130,,,
20220,2,精英跳跳蜂,150,15,,4525,1683509,0,88920,0,0,140,150,,,
20221,2,精英钳虫,150,15,,4516,1692419,0,89402,0,0,180,130,,,
20222,2,精英邪恶钳虫,150,15,,4534,1701329,0,89884,0,0,180,135,,,
20223,2,精英钳虫,150,15,,4516,1710239,0,90366,0,0,180,130,,,
20224,2,精英邪恶钳虫,150,15,,4534,1719149,0,90848,0,0,180,135,,,
20225,2,触龙神,150,20,,4603,1728059,0,91330,0,0,240,95,,,
20226,2,精英威思而小虫,150,20,,4526,1736969,0,91812,0,0,120,200,,,
20227,2,精英狼,150,20,,4500,1745879,0,92294,0,0,120,150,,,
20228,2,精英巨型多角虫,150,20,,4637,1754789,0,92776,0,0,140,120,,,
20229,2,精英红色恶猪,150,20,,4652,1763699,0,93258,0,0,180,130,,,
20230,2,精英黑色恶猪,150,20,,4651,1772609,0,93740,0,0,180,130,,,
20231,2,精英蝎蛇,150,20,,4518,1781519,0,94222,0,0,140,150,,,
20232,2,精英黑色恶蛆,150,15,,4636,1790429,0,94704,0,0,120,150,,,
20233,2,精英蝎蛇,150,15,,4518,1799339,0,95186,0,0,140,150,,,
20234,2,精英黑色恶猪,150,15,,4651,1808249,0,95668,0,0,180,130,,,
20235,2,精英白色恶猪,150,15,,4631,1817159,0,96150,0,0,180,130,,,
20236,2,精英黑色恶猪,150,15,,4651,1826069,0,96632,0,0,180,130,,,
20237,2,白猪王,150,15,,4601,1834979,0,97114,0,0,240,100,,,
20238,2,精英暗黑战士,150,15,,4501,1843889,0,97596,0,0,180,150,,,
20239,2,精英沃玛卫士,150,15,,4528,1852799,0,98078,0,0,180,140,,,
20240,2,精英沃玛勇士,150,15,,4529,1861709,0,98560,0,0,180,140,,,
20241,2,精英沃玛战将,150,15,,4530,1870619,0,99042,0,0,180,110,,,
20242,2,精英火焰沃玛,150,15,,4568,1879529,0,99524,0,0,180,110,,,
20243,2,精英沃玛勇士,150,15,,4688,1888439,0,100006,0,0,180,120,,,
20244,2,精英沃玛战士,150,15,,4689,1897349,0,100488,0,0,180,120,,,
20245,2,精英沃玛护卫,150,15,,4527,1906259,0,100970,0,0,180,130,,,
20246,2,沃玛教主,150,15,,4687,1915169,0,101452,0,0,220,95,,,
20247,2,精英楔蛾,150,15,,4531,1924079,0,101934,0,0,140,150,,,
20248,2,精英角蝇,150,15,,4552,1932989,0,102416,0,0,180,150,,,
20249,2,精英祖玛弓箭手,150,15,,4543,1941899,0,102898,0,0,180,130,,,
20250,2,精英祖玛雕像,150,15,,4542,1950809,0,103380,0,0,180,130,,,
20251,2,精英祖玛卫士,150,15,,4544,1959719,0,103862,0,0,180,150,,,
20252,2,精英大老鼠,150,15,,4554,1968629,0,104344,0,0,140,150,,,
20253,2,精英祖玛弓箭手,150,15,,4543,1977539,0,104826,0,0,180,130,,,
20254,2,精英祖玛雕像,150,15,,4542,1986449,0,105308,0,0,180,130,,,
20255,2,祖玛教主,150,15,,4630,1995359,0,105790,0,0,240,105,,,
20256,2,精英半兽勇士,150,15,,4503,2004269,0,106272,0,0,180,140,,,
20257,2,精英天狼蜘蛛,150,15,,4524,2013179,0,106754,0,0,140,150,,,
20258,2,精英花吻蜘蛛,150,20,,4551,2022089,0,107236,0,0,140,150,,,
20259,2,精英钢牙蜘蛛,150,20,,4550,2030999,0,107718,0,0,100,150,,,
20260,2,精英天狼蜘蛛,150,20,,4524,2039909,0,108200,0,0,140,150,,,
20261,2,精英幻影蜘蛛,150,20,,4567,2048819,0,108682,0,0,200,100,,,
20262,2,精英黑锷蜘蛛,150,20,,4559,2057729,0,109164,0,0,180,150,,,
20263,2,精英花吻蜘蛛,150,20,,4551,2066639,0,109646,0,0,140,150,,,
20264,2,精英花吻蜘蛛,150,20,,4566,2075549,0,110128,0,0,180,150,,,
20265,2,赤月恶魔,150,15,,4602,2084459,0,110610,0,0,210,100,,,
20266,2,精英海龟,150,15,,4507,2093369,0,111092,0,0,140,150,,,
20267,2,精英寄居蟹,150,15,,4119,2102279,0,111574,0,0,180,150,,,
20268,2,精英金甲蛙,150,15,,4124,2111189,0,112056,0,0,140,150,,,
20269,2,精英骷髅锤兵,150,15,,4661,2120099,0,112538,0,0,180,120,,,
20270,2,精英骷髅刀斧手,150,15,,4662,2129009,0,113020,0,0,180,130,,,
20271,2,精英骷髅弓箭手,150,15,,4663,2137919,0,113502,0,0,180,120,,,
20272,2,精英恶灵僵尸,150,15,,4504,2146829,0,113984,0,0,180,125,,,
20273,2,精英恶灵尸王,150,15,,4505,2155739,0,114466,0,0,180,105,,,
20274,2,精英骷髅长枪兵,150,15,,4579,2164649,0,114948,0,0,180,125,,,
20275,2,精英骷髅锤兵,150,15,,4661,2173559,0,115430,0,0,180,120,,,
20276,2,精英骷髅刀斧手,150,15,,4575,2182469,0,115912,0,0,180,125,,,
20277,2,黄泉教主,150,15,,4537,2191379,0,116394,0,0,260,100,,3,
20278,2,精英牛魔祭司,150,15,,4680,2200289,0,116876,0,0,180,110,,,
20279,2,精英牛魔将军,150,15,,4681,2209199,0,117358,0,0,180,140,,,
20280,2,精英牛魔侍卫,150,15,,4682,2218109,0,117840,0,0,180,140,,,
20281,2,精英牛魔斗士,150,15,,4678,2227019,0,118322,0,0,180,140,,,
20282,2,精英牛魔战士,150,15,,4512,2235929,0,118804,0,0,180,135,,,
20283,2,精英牛魔法师,150,15,,4509,2244839,0,119286,0,0,180,110,,,
20284,2,精英牛魔祭司,150,15,,4510,2253749,0,119768,0,0,180,110,,,
20285,2,精英牛魔将军,150,15,,4511,2262659,0,120250,0,0,180,130,,,
20286,2,牛魔王,150,15,,4683,2271569,0,120732,0,0,240,125,,,
20287,2,精英骷髅锤兵,150,15,,4661,2280479,0,121214,0,0,180,120,,,
20288,2,精英骷髅刀斧手,150,15,,4662,2289389,0,121696,0,0,180,130,,,
20289,2,精英骷髅弓箭手,150,15,,4663,2298299,0,122178,0,0,180,120,,,
20290,2,精英恶灵僵尸,150,15,,4504,2307209,0,122660,0,0,180,125,,,
20291,2,精英恶灵尸王,150,20,,4505,2316119,0,123142,0,0,180,105,,,
20292,2,精英骷髅长枪兵,150,20,,4579,2325029,0,123624,0,0,180,125,,,
20293,2,精英骷髅锤兵,150,20,,4661,2333939,0,124106,0,0,180,120,,,
20294,2,精英骷髅刀斧手,150,20,,4575,2342849,0,124588,0,0,180,125,,,
20295,2,黄泉教主（邪）,150,20,,4656,2351759,0,125070,0,0,225,100,,3,
20296,2,精英魔龙破甲兵,150,20,,4676,2360669,0,125552,0,0,180,125,,,
20297,2,精英魔龙射手,150,20,,4677,2369579,0,126034,0,0,180,130,,,
20298,2,精英魔龙巨蛾,150,15,,4674,2378489,0,126516,0,0,180,115,,,
20299,2,精英魔龙力士,150,15,,4638,2387399,0,126998,0,0,180,130,,,
20300,2,精英魔龙战将,150,15,,4593,2396309,0,127480,0,0,180,130,,,
20301,2,精英魔龙刀兵,150,15,,4587,2409694,0,128203,0,0,180,115,,,
20302,2,精英魔龙破甲兵,150,15,,4589,2423079,0,128926,0,0,180,120,,,
20303,2,精英魔龙射手,150,15,,4590,2436464,0,129649,0,0,180,120,,,
20304,2,魔龙教主,150,15,,4622,2449849,0,130372,0,0,260,105,,,
20305,2,精英绿魔蜘蛛,150,15,,4704,2463234,0,131095,0,0,180,70,,,
20306,2,精英披甲龙龟,150,15,,4514,2476619,0,131818,0,0,180,150,,,
20307,2,精英红魔蜘蛛,150,15,,4703,2490004,0,132541,0,0,180,70,,,
20308,2,精英绿魔蜘蛛,150,15,,4704,2503389,0,133264,0,0,180,70,,,
20309,2,精英狂热火蜥蜴,150,15,,4580,2516774,0,133987,0,0,180,150,,,
20310,2,精英金杖蜘蛛,150,15,,4570,2530159,0,134710,0,0,210,110,,,
20311,2,精英巨镰蜘蛛,150,15,,4571,2543544,0,135433,0,0,210,110,,,
20312,2,精英圣殿卫士,150,15,,4519,2556929,0,136156,0,0,180,120,,,
20313,2,火龙王,150,15,,4606,2570314,0,136879,0,0,300,80,,,
20314,2,精英赤狐,150,15,,4553,2583699,0,137602,0,0,180,135,,,
20315,2,精英狐月虎虫,150,15,,4564,2597084,0,138325,0,0,140,150,,,
20316,2,火尾黑狐王,150,15,,4607,2610469,0,139048,0,0,160,120,,,
20317,2,精英素狐,150,15,,4523,2623854,0,139771,0,0,180,135,,,
20318,2,精英赤狐,150,15,,4553,2637239,0,140494,0,0,180,135,,,
20319,2,金爪赤狐王,150,15,,4608,2650624,0,141217,0,0,160,120,,3,
20320,2,精英狐月虎虫,150,15,,4564,2664009,0,141940,0,0,140,150,,,
20321,2,精英狐月角虫,150,15,,4565,2677394,0,142663,0,0,140,150,,,
20322,2,玉面素狐王,150,15,,4628,2690779,0,143386,0,0,230,130,,3,
20323,2,精英骨虾,150,15,,4117,2704164,0,144109,0,0,180,125,,,
20324,2,精英龙虾守卫,150,20,,4583,2717549,0,144832,0,0,180,95,,,
20325,2,寒荒海兽,150,20,,4604,2730934,0,145555,0,0,260,100,,,
20326,2,精英海龟,150,20,,4507,2744319,0,146278,0,0,140,150,,,
20327,2,精英龙虾守卫,150,20,,4583,2757704,0,147001,0,0,180,95,,,
20328,2,深海巨魔,150,20,,4624,2771089,0,147724,0,0,260,100,,,
20329,2,精英寄居蟹,150,20,,4119,2784474,0,148447,0,0,180,150,,,
20330,2,精英金甲蛙,150,20,,4124,2797859,0,149170,0,0,140,150,,,
20331,2,战舰龙王,150,15,,4118,2811244,0,149893,0,0,260,100,,,
20332,2,精英绿魔蜘蛛,150,15,,4704,2824629,0,150616,0,0,180,70,,,
20333,2,精英披甲龙龟,150,15,,4514,2838014,0,151339,0,0,180,150,,,
20334,2,精英红魔蜘蛛,150,15,,4703,2851399,0,152062,0,0,180,70,,,
20335,2,精英绿魔蜘蛛,150,15,,4704,2864784,0,152785,0,0,180,70,,,
20336,2,精英狂热火蜥蜴,150,15,,4580,2878169,0,153508,0,0,180,150,,,
20337,2,精英金杖蜘蛛,150,15,,4570,2891554,0,154231,0,0,210,110,,,
20338,2,精英巨镰蜘蛛,150,15,,4571,2904939,0,154954,0,0,210,110,,,
20339,2,精英圣殿卫士,150,15,,4519,2918324,0,155677,0,0,180,120,,,
20340,2,雷炎蛛王,150,15,,4610,2931709,0,156400,0,0,225,100,,,
20341,2,精英雪域卫士,150,15,,4538,2945094,0,157123,0,0,190,140,,,
20342,2,精英雪域战将,150,15,,4539,2958479,0,157846,0,0,190,140,,,
20343,2,精英雪域力士,150,15,,4535,2971864,0,158569,0,0,190,120,,,
20344,2,精英雪域侍卫,150,15,,4536,2985249,0,159292,0,0,190,140,,,
20345,2,精英雪域天将,150,15,,4537,2998634,0,160015,0,0,190,140,,,
20346,2,精英雪域力士,150,15,,4690,3012019,0,160738,0,0,190,140,,,
20347,2,精英雪域卫士,150,15,,4538,3025404,0,161461,0,0,190,140,,,
20348,2,精英雪域战将,150,15,,4539,3038789,0,162184,0,0,190,140,,,
20349,2,凛冬教主,150,15,,4612,3052174,0,162907,0,0,280,110,,,
20350,2,精英红蛇妖,150,15,,4563,3065559,0,163630,0,0,180,120,,,
20351,2,精英三头蛇王,150,15,,4517,3078944,0,164353,0,0,180,120,,,
20352,2,精英魔化蝎蛇,150,15,,4585,3092329,0,165076,0,0,180,120,,,
20353,2,精英白蛇妖,150,15,,4547,3105714,0,165799,0,0,190,120,,,
20354,2,精英魔化蝎蛇,150,15,,4585,3119099,0,166522,0,0,180,120,,,
20355,2,精英三头蛇王,150,15,,4517,3132484,0,167245,0,0,180,120,,,
20356,2,精英 千年树妖,150,15,,4515,3145869,0,167968,0,0,380,100,,,
20357,2,精英红蛇妖,150,20,,4563,3159254,0,168691,0,0,180,120,,,
20358,2,魔化巫妖王,150,20,,4614,3172639,0,169414,0,0,400,100,,,
20359,2,精英雪域卫士,150,20,,4538,3186024,0,170137,0,0,190,140,,,
20360,2,精英雪域战将,150,20,,4539,3199409,0,170860,0,0,190,140,,,
20361,2,精英雪域力士,150,20,,4535,3212794,0,171583,0,0,190,120,,,
20362,2,精英雪域侍卫,150,20,,4536,3226179,0,172306,0,0,190,140,,,
20363,2,精英雪域天将,150,20,,4537,3239564,0,173029,0,0,190,140,,,
20364,2,精英雪域力士,150,15,,4690,3252949,0,173752,0,0,190,140,,,
20365,2,精英雪域卫士,150,15,,4538,3266334,0,174475,0,0,190,140,,,
20366,2,精英雪域战将,150,15,,4539,3279719,0,175198,0,0,190,140,,,
20367,2,雪域魔王,150,15,,4691,3293104,0,175921,0,0,245,120,,,
20368,2,精英恶魔弓箭手,150,15,,4557,3306489,0,176644,0,0,140,120,,,
20369,2,精英恶魔弓箭手,150,15,,4557,3319874,0,177367,0,0,140,120,,,
20370,2,精英恶魔弓箭手,150,15,,4557,3333259,0,178090,0,0,140,120,,,
20371,2,精英魔神修罗,150,15,,4594,3346644,0,178813,0,0,220,120,,,
20372,2,精英暗影修罗,150,15,,4502,3360029,0,179536,0,0,190,120,,,
20373,2,精英黑袍修罗,150,15,,4560,3373414,0,180259,0,0,190,120,,,
20374,2,精英魔神修罗,150,15,,4594,3386799,0,180982,0,0,220,120,,,
20375,2,精英虹魔猪卫,150,15,,4655,3400184,0,181705,0,0,180,130,,,
20376,2,阿修罗神,150,15,,4619,3413569,0,182428,0,0,280,110,,3,
20377,2,鹿王,150,15,,4584,3426954,0,183151,0,0,180,150,,,
20378,2,精英稻草人,150,15,,4645,3440339,0,183874,0,0,180,150,,,
20379,2,精英多钩猫,150,15,,4648,3453724,0,184597,0,0,180,150,,,
20380,2,精英半兽战士,150,15,,4549,3467109,0,185320,0,0,180,150,,,
20381,2,精英洞蛆,150,15,,4633,3480494,0,186043,0,0,80,200,,,
20382,2,精英骷髅,150,15,,4660,3493879,0,186766,0,0,180,150,,,
20383,2,精英掷斧骷髅,150,15,,4696,3507264,0,187489,0,0,180,150,,,
20384,2,精英掷斧骷髅,150,15,,4696,3520649,0,188212,0,0,180,150,,,
20385,2,精英骷髅战士,150,15,,4666,3534034,0,188935,0,0,180,140,,,
20386,2,精英骷髅战将,150,15,,4665,3547419,0,189658,0,0,180,130,,,
20387,2,精英森林雪人,150,15,,4685,3560804,0,190381,0,0,180,120,,,
20388,2,精英食人花,150,15,,4520,3574189,0,191104,0,0,180,120,,,
20389,2,半兽勇士,150,15,,4503,3587574,0,191827,0,0,180,140,,,
20390,2,精英掷斧骷髅,150,20,,4696,3600959,0,192550,0,0,180,150,,,
20391,2,精英骷髅战士,150,20,,4666,3614344,0,193273,0,0,180,140,,,
20392,2,骷髅精灵,150,20,,4664,3627729,0,193996,0,0,220,170,,,
20393,2,精英僧侣僵尸,150,20,,4639,3641114,0,194719,0,0,180,140,,,
20394,2,精英爬行僵尸,150,20,,4705,3654499,0,195442,0,0,180,130,,,
20395,2,精英爬行僵尸,150,20,,4705,3667884,0,196165,0,0,180,130,,,
20396,2,精英僧侣僵尸,150,20,,4639,3681269,0,196888,0,0,180,140,,,
20397,2,精英爬行僵尸,150,15,,4705,3694654,0,197611,0,0,180,130,,,
20398,2,精英爬行僵尸,150,15,,4705,3708039,0,198334,0,0,180,130,,,
20399,2,精英僧侣僵尸,150,15,,4639,3721424,0,199057,0,0,180,140,,,
20400,2,精英爬行僵尸,150,15,,4705,3734809,0,199780,0,0,180,130,,,
20401,2,尸王,150,15,,4625,3748194,0,200503,0,0,220,110,,,
20402,2,精英威思而小虫,150,15,,4526,3761579,0,201226,0,0,120,200,,,
20403,2,精英狼,150,15,,4500,3774964,0,201949,0,0,120,150,,,
20404,2,精英巨型多角虫,150,15,,4637,3788349,0,202672,0,0,140,120,,,
20405,2,精英巨型蠕虫,150,15,,4572,3801734,0,203395,0,0,140,150,,,
20406,2,精英跳跳蜂,150,15,,4525,3815119,0,204118,0,0,140,150,,,
20407,2,精英钳虫,150,15,,4516,3828504,0,204841,0,0,180,130,,,
20408,2,精英跳跳蜂,150,15,,4525,3841889,0,205564,0,0,140,150,,,
20409,2,精英钳虫,150,15,,4516,3855274,0,206287,0,0,180,130,,,
20410,2,精英邪恶钳虫,150,15,,4534,3868659,0,207010,0,0,180,135,,,
20411,2,精英钳虫,150,15,,4516,3882044,0,207733,0,0,180,130,,,
20412,2,精英邪恶钳虫,150,15,,4534,3895429,0,208456,0,0,180,135,,,
20413,2,触龙神,150,15,,4603,3908814,0,209179,0,0,240,95,,,
20414,2,精英威思而小虫,150,15,,4526,3922199,0,209902,0,0,120,200,,,
20415,2,精英狼,150,15,,4500,3935584,0,210625,0,0,120,150,,,
20416,2,精英巨型多角虫,150,15,,4637,3948969,0,211348,0,0,140,120,,,
20417,2,精英红色恶猪,150,15,,4652,3962354,0,212071,0,0,180,130,,,
20418,2,精英黑色恶猪,150,15,,4651,3975739,0,212794,0,0,180,130,,,
20419,2,精英蝎蛇,150,15,,4518,3989124,0,213517,0,0,140,150,,,
20420,2,精英黑色恶蛆,150,15,,4636,4002509,0,214240,0,0,120,150,,,
20421,2,精英蝎蛇,150,15,,4518,4015894,0,214963,0,0,140,150,,,
20422,2,精英黑色恶猪,150,15,,4651,4029279,0,215686,0,0,180,130,,,
20423,2,精英白色恶猪,150,20,,4631,4056049,0,217132,0,0,180,130,,,
20424,2,精英黑色恶猪,150,20,,4651,4082819,0,218578,0,0,180,130,,,
20425,2,白猪王,150,20,,4601,4109589,0,220024,0,0,240,100,,,
20426,2,精英暗黑战士,150,20,,4501,4136359,0,221470,0,0,180,150,,,
20427,2,精英沃玛卫士,150,20,,4528,4163129,0,222916,0,0,180,140,,,
20428,2,精英沃玛勇士,150,20,,4529,4189899,0,224362,0,0,180,140,,,
20429,2,精英沃玛战将,150,20,,4530,4216669,0,225808,0,0,180,110,,,
20430,2,精英火焰沃玛,150,15,,4568,4243439,0,227254,0,0,180,110,,,
20431,2,精英沃玛勇士,150,15,,4688,4270209,0,228700,0,0,180,120,,,
20432,2,精英沃玛战士,150,15,,4689,4296979,0,230146,0,0,180,120,,,
20433,2,精英沃玛护卫,150,15,,4527,4323749,0,231592,0,0,180,130,,,
20434,2,沃玛教主,150,15,,4687,4350519,0,233038,0,0,220,95,,,
20435,2,精英楔蛾,150,15,,4531,4377289,0,234484,0,0,140,150,,,
20436,2,精英角蝇,150,15,,4552,4404059,0,235930,0,0,180,150,,,
20437,2,精英祖玛弓箭手,150,15,,4543,4430829,0,237376,0,0,180,130,,,
20438,2,精英祖玛雕像,150,15,,4542,4457599,0,238822,0,0,180,130,,,
20439,2,精英祖玛卫士,150,15,,4544,4484369,0,240268,0,0,180,150,,,
20440,2,精英大老鼠,150,15,,4554,4511139,0,241714,0,0,140,150,,,
20441,2,精英祖玛弓箭手,150,15,,4543,4537909,0,243160,0,0,180,130,,,
20442,2,精英祖玛雕像,150,15,,4542,4564679,0,244606,0,0,180,130,,,
20443,2,祖玛教主,150,15,,4630,4591449,0,246052,0,0,240,105,,,
20444,2,精英半兽勇士,150,15,,4503,4618219,0,247498,0,0,180,140,,,
20445,2,精英天狼蜘蛛,150,15,,4524,4644989,0,248944,0,0,140,150,,,
20446,2,精英花吻蜘蛛,150,15,,4551,4671759,0,250390,0,0,140,150,,,
20447,2,精英钢牙蜘蛛,150,15,,4550,4698529,0,251836,0,0,100,150,,,
20448,2,精英天狼蜘蛛,150,15,,4524,4725299,0,253282,0,0,140,150,,,
20449,2,精英幻影蜘蛛,150,15,,4567,4752069,0,254728,0,0,200,100,,,
20450,2,精英黑锷蜘蛛,150,15,,4559,4778839,0,256174,0,0,180,150,,,
20451,2,精英花吻蜘蛛,150,15,,4551,4805609,0,257620,0,0,140,150,,,
20452,2,精英花吻蜘蛛,150,15,,4566,4832379,0,259066,0,0,180,150,,,
20453,2,赤月恶魔,150,15,,4602,4859149,0,260512,0,0,210,100,,,
20454,2,精英海龟,150,15,,4507,4885919,0,261958,0,0,140,150,,,
20455,2,精英寄居蟹,150,15,,4119,4912689,0,263404,0,0,180,150,,,
20456,2,精英金甲蛙,150,20,,4124,4939459,0,264850,0,0,140,150,,,
20457,2,精英骷髅锤兵,150,20,,4661,4966229,0,266296,0,0,180,120,,,
20458,2,精英骷髅刀斧手,150,20,,4662,4992999,0,267742,0,0,180,130,,,
20459,2,精英骷髅弓箭手,150,20,,4663,5019769,0,269188,0,0,180,120,,,
20460,2,精英恶灵僵尸,150,20,,4504,5046539,0,270634,0,0,180,125,,,
20461,2,精英恶灵尸王,150,20,,4505,5073309,0,272080,0,0,180,105,,,
20462,2,精英骷髅长枪兵,150,20,,4579,5100079,0,273526,0,0,180,125,,,
20463,2,精英骷髅锤兵,150,15,,4661,5126849,0,274972,0,0,180,120,,,
20464,2,精英骷髅刀斧手,150,15,,4575,5153619,0,276418,0,0,180,125,,,
20465,2,黄泉教主,150,15,,4537,5180389,0,277864,0,0,260,100,,3,
20466,2,精英牛魔祭司,150,15,,4680,5207159,0,279310,0,0,180,110,,,
20467,2,精英牛魔将军,150,15,,4681,5233929,0,280756,0,0,180,140,,,
20468,2,精英牛魔侍卫,150,15,,4682,5260699,0,282202,0,0,180,140,,,
20469,2,精英牛魔斗士,150,15,,4678,5287469,0,283648,0,0,180,140,,,
20470,2,精英牛魔战士,150,15,,4512,5314239,0,285094,0,0,180,135,,,
20471,2,精英牛魔法师,150,15,,4509,5341009,0,286540,0,0,180,110,,,
20472,2,精英牛魔祭司,150,15,,4510,5367779,0,287986,0,0,180,110,,,
20473,2,精英牛魔将军,150,15,,4511,5394549,0,289432,0,0,180,130,,,
20474,2,牛魔王,150,15,,4683,5421319,0,290878,0,0,240,125,,,
20475,2,精英骷髅锤兵,150,15,,4661,5448089,0,292324,0,0,180,120,,,
20476,2,精英骷髅刀斧手,150,15,,4662,5474859,0,293770,0,0,180,130,,,
20477,2,精英骷髅弓箭手,150,15,,4663,5501629,0,295216,0,0,180,120,,,
20478,2,精英恶灵僵尸,150,15,,4504,5528399,0,296662,0,0,180,125,,,
20479,2,精英恶灵尸王,150,15,,4505,5555169,0,298108,0,0,180,105,,,
20480,2,精英骷髅长枪兵,150,15,,4579,5581939,0,299554,0,0,180,125,,,
20481,2,精英骷髅锤兵,150,15,,4661,5608709,0,301000,0,0,180,120,,,
20482,2,精英骷髅刀斧手,150,15,,4575,5635479,0,302446,0,0,180,125,,,
20483,2,黄泉教主（邪）,150,15,,4656,5662249,0,303892,0,0,225,100,,3,
20484,2,精英魔龙破甲兵,150,15,,4676,5689019,0,305338,0,0,180,125,,,
20485,2,精英魔龙射手,150,15,,4677,5715789,0,306784,0,0,180,130,,,
20486,2,精英魔龙巨蛾,150,15,,4674,5742559,0,308230,0,0,180,115,,,
20487,2,精英魔龙力士,150,15,,4638,5769329,0,309676,0,0,180,130,,,
20488,2,精英魔龙战将,150,15,,4593,5796099,0,311122,0,0,180,130,,,
20489,2,精英魔龙刀兵,150,20,,4587,5822869,0,312568,0,0,180,115,,,
20490,2,精英魔龙破甲兵,150,20,,4589,5849639,0,314014,0,0,180,120,,,
20491,2,精英魔龙射手,150,20,,4590,5876409,0,315460,0,0,180,120,,,
20492,2,魔龙教主,150,20,,4622,5903179,0,316906,0,0,260,105,,,
20493,2,精英绿魔蜘蛛,150,20,,4704,5929949,0,318352,0,0,180,70,,,
20494,2,精英披甲龙龟,150,20,,4514,5956719,0,319798,0,0,180,150,,,
20495,2,精英红魔蜘蛛,150,20,,4703,5983489,0,321244,0,0,180,70,,,
20496,2,精英绿魔蜘蛛,150,15,,4704,6010259,0,322690,0,0,180,70,,,
20497,2,精英狂热火蜥蜴,150,15,,4580,6037029,0,324136,0,0,180,150,,,
20498,2,精英金杖蜘蛛,150,15,,4570,6063799,0,325582,0,0,210,110,,,
20499,2,精英巨镰蜘蛛,150,15,,4571,6090569,0,327028,0,0,210,110,,,
20500,2,精英圣殿卫士,150,15,,4519,6117339,0,328474,0,0,180,120,,,
20501,2,火龙王,150,15,,4606,6144109,0,329920,0,0,300,80,,,
20502,2,精英赤狐,150,15,,4553,6170879,0,331366,0,0,180,135,,,
20503,2,精英狐月虎虫,150,15,,4564,6197649,0,332812,0,0,140,150,,,
20504,2,火尾黑狐王,150,15,,4607,6224419,0,334258,0,0,160,120,,,
20505,2,精英素狐,150,15,,4523,6251189,0,335704,0,0,180,135,,,
20506,2,精英赤狐,150,15,,4553,6277959,0,337150,0,0,180,135,,,
20507,2,金爪赤狐王,150,15,,4608,6304729,0,338596,0,0,160,120,,3,
20508,2,精英狐月虎虫,150,15,,4564,6331499,0,340042,0,0,140,150,,,
20509,2,精英狐月角虫,150,15,,4565,6358269,0,341488,0,0,140,150,,,
20510,2,玉面素狐王,150,15,,4628,6385039,0,342934,0,0,230,130,,3,
20511,2,精英骨虾,150,15,,4117,6411809,0,344380,0,0,180,125,,,
20512,2,精英龙虾守卫,150,15,,4583,6438579,0,345826,0,0,180,95,,,
20513,2,寒荒海兽,150,15,,4604,6465349,0,347272,0,0,260,100,,,
20514,2,精英海龟,150,15,,4507,6492119,0,348718,0,0,140,150,,,
